c5	remark
19780311016439I	ENGINE BECAME ROUGH, THENSTOPPED. ROD CAP BOLT HAD BROKEN FLUSH WITH THE CASTELLATED NUT.
19780311016449I	PILOT TAXIING OUT FOR TAKE OFF AT STRANGE AIRPORT. NOSE DROPPED IN A TAXIWAY DEPRESSION. NOSE GEAR COLLAPSED.
19780311016459I	STUDENT PILOT LOST TWICE ON SOLO CROSSCOUNTRY FLIGHT. FOUND AN AIRPORT, RAN OUT OF FUEL ON FINAL.
19780311016469I	STUDENT PILOT LOST DIRECTIONAL CONTROL DURING TAKEOFF. FLIGHT ENDED INVERTED IN DEEP SNOW.
19780311016479I	HARD LANDING.
19780311016489I	PILOT TAXIING FROM THE RAMP AREA STRUCK A PARKED AIRCRAFT.
19780311016499I	PILOT HAD BRAKING PROBLEM AS TAXI WAS INITIATED. HE SHUT DOWN ENGINES AND STOPPED, STRUCK PARKED AIRCRAFT.
19780311016509I	PILOT DAMAGED THE GEAR IN LANDING ATTEMPT AT PRIVATE STRIP. HE ADDED POWER, FLEW TO LARGER AIRPORT, LANDED GEAR UP.
19780311016931A	
19780311016932A	
19780312002849A	PLT SAID HE INADVERTENTLY BECAME AIRBORNE. NOT SIGNED OFF FOR SOLT.
19780312003359A	RT SPAR AND MLG BROKEN FOLLOWING GROUND LOOP.
19780312003729A	
19780312005679A	WIND GUSTING TO 55KTS.PLT BRIEFED BY WX PERSONNEL TO EXPECT HIGH SURACE WINDS AND DUST.
19780312005689A	PLT LOGBOOK SHOWED 2HRS FLT TIME IN LAST 90 DAYS
19780312006279A	ACFT KNOWN TO HAVE VIOLENT WG TIP STALL WITH FULL FLAPS. FLAPS FOFULL DOWN,
19780312006289A	NR 6 CONROD FAILED AT ROD BOLT END. TOPPED TREES LDG ON ROAD.
19780312006849A	ATTMPTD APCH TO SUB-MARGINAL STRIP.
19780312007669A	
19780312008679A	
19780312014039A	PLT ADVISED OF DETERIORATED WX.
19780312015949I	COMMERCIAL STUDENT RETRACTED THE FLAPS INSTEAD OF THE GEAR DURING TOUCH AND GO.
19780312015959I	PILOT BECAME UNCONSCIOUS. PASSENGER ATTEMPTED TO LAND, BOUNCED. PILOT AWOKE, ABLE TO MAKE 90 AROUND & LAND.
19780312015969I	STUDENT AND FLIGHT INSTRUCTOR FAILED TO EXTEND GEAR BEFORE TOUCHDOWN.
19780312015979I	PILOT CRASHED WHILE ATTEMPTING TO LAND IN A STRONG GUSTY CROSSWIND.
19780312015989I	NOSE WHEEL BENT FROM SIDE LOAD IN A CROSSWIND LANDING.
19780312015999I	NOSE GEAR COLLAPSE AFTER A HARD TOUCHDOWN. STUDENT AND INSTRUCTOR MAKING SHORT FIELD LANDING.
19780312016009I	PILOT LOST DIRECTIONAL CONTROL ON TAKEOFF, ENDED IN A SNOWBANK.
19780312016019I	PILOT ELECTED NO LIGHTS FOR NIGHT TAKEOFF. RAN OFF SIDE OF RUNWAY INTO SNOW.
19780312016029I	PILOT LOST DIRETIONAL CONTROL AFTER TOUCHDOWN. FOUND BOTH STEERING RODS BROKEN. SHIMMY DAMPER LOW ON FLUID.
19780312016039I	ENGINE STOPPED DURING APPROACH. PILOT LANDED SHORT. NO INTERNAL ENGINE FAILURE.
19780312016059I	PILOT UNABLE TO LOCK GEAR AFTER ALTERNATOR FAILURE.LEFT MAIN WAS FOUND TO BE BINDING.
19780312016079I	PILOT MADE LOW PASS OVER AN ISLAND IN SACRAMENTO RIVER. STRUCK TREES. LANDED SAFELY.
19780312016099I	PILOT REPORTED SMOKE COMING IN THE COCKPIT DURING APPROACH. LANDED SAFELY. BLOWER MOTOR HAD BURNED OUT.
19780312016119I	PILOT HAD LANDED AND WAS ABOUT TO TURN OFF RUNWAY WHEN A HORSE CHARGED AND STRUCK HIS AIRPLANE.
19780312017609A	
19780312017619A	COPILOT HAD BEEN INSTRUCTOR PILOT FOR PIC.
19780312020489A	
19780313002859A	WIND GUSTING TO 30KTS.
19780313003739A	
19780313003959A	RIGHT MAIN WHEEL DID NOT ROTATE AFTER TOUCHDOWN DUE TO PACKED ICEERING ONE HALF OF WHEEL.
19780313004439A	LANDED ON ROAD HIT SIGN POLE.
19780313004449A	DAMAGED THREADS ON OIL PRESSURE LINE TO NO1 COMPRESSOR BEARING LOOIL LOST.
19780313005039A	
19780313005699A	VIS 1/8 MILE. SUN VISIBLE THRU FOG. PILOT-FAILED TO MIN POSITIVE RATE OF CLIMB
19780313005709A	
19780313005719A	
19780313006669A	LACK OF VISUAL CUES AFTER SUN WENT DOWN.
19780313010199A	R ENG #2 EXH VALVE FOUND IN OIL SUMP.R ENG PLUGS GAPPED 0.033 TO 1,0.015 TO 0.019 RECOMMENDED.
19780313011579A	
19780313014339I	ONE MAIN COLLAPSED AFTER LANDING. TORQUE LINK ASSEMBLY FRACTURED THROUGH ON BOTH LINKS AT ATTACH POINTS.
19780313014369I	LANDING GEAR FAILED TO RETRACT AFTER TAKEOFF, LANDED WITHOUT INCIDENT. FOUND BROKEN WIRES IN WHEEL WELL.
19780313014379I	ATC IDENTIFIED A VFR FLIGHT AS BEING IN A RESTRICTED AREA. THE PILOT INSISTED HE WAS NOT. NO ACTION TAKEN.
19780313014409I	NOSE GEAR COLLAPSED AFTER TOUCHDOWN, CAUSE NOT YET DETERMINED.
19780313014429I	PILOT HAD DIFFICULTIES WITH AILECON MOVEMENT, COULD HAVE BEEN FROZEN MOISTURE. SYSTEM WAS LUBRICATED, WORKED OK.
19780313014449I	STUDENT AND INSTRUCTOR LANDED GEAR UP. DISTRACTED WHILE RUNNING THE CHECK LIST. SKIPPED, GEAR DOWN.
19780313014479I	NOSE GEAR COULD NOT BE EXTENDED. SHIMMY DAMPER HAD BROKEN IN AN OLD CRACK, WHEEL OFF CENTER IN THE WELL
19780313014499I	PILOT WITH ALTERNATOR OUT LANDED TO TELEPHONE FOR LANDING.LEFT ENGINE RUNNING, AIRPLANE MOVED INTO ANOTHER.
19780313014529I	STARTED TAKEOFF RUN WITH SWITCH IN THE UP POSITION. THE GEAR RETRACTED BEFORE AIRPLANE WAS AIRBORNE.
19780313014549I	STUDENT PILOT LOST ON A CROSS COUNTRY FLIGHT, RAN OUT OF FUEL.
19780313014569I	PILOT NOT PROPERLY ALLIGNED AFTER INSTRUMENT APPROACH, SCRAPED ENGINE PODS WHILE MANEUVERING FOR LANDING.
19780313014579I	AIRCRAFT DIVERTED AND EVACUATED DUE TO BOMB THREAT. EVAC. SYSTEMS AND PROCEDURES PROPER, NO BOMB.
19780313014609I	LOUD NOISE DURING TAKEOFF ABORTED. ON SUBSEQUENT CLIMB OUT THE ENGINE WAS SHUT DOWN. COMPRESSORS DAMAGED.
19780313014629I	PILOT LANDED IN HEAVY RAIN, HYDROPLANED, LEFT THE RUNWAY, THEN BACK ON. TOOK OUT 4 RUNWAY EDGE LIGHTS.
19780313032799A	
19780314003369A	
19780314003749A	LDG ON SOFT WET GND.SLID TO SUDDEN STOP.M/R HIT TAILBOOM.DEMO AUT LDG.
19780314004459A	EARTH EROSION AROUND RWY LIGHTS SUPPORTED BY CEMENT SLABS 3-4IN AWIND GUSTS TO 28KTS.
19780314005049A	IN HOVER AT 3 TO 5 FT. AIRCRAFT ROLLED TO RIGHT AND BLADES STRUCK.
19780314008681A	DID NOT REPORT TO TWR BASE LEG RWY 18 AS INSTRUCTED.LNDD RWY 18,PION LIGHTS OFF.
19780314008682A	TKOF RWY 36.
19780314008699A	PRACTICE SLOW FLIGHT.
19780314010829A	
19780314015769I	PILOT LOST DIRECTIONAL CONTROL ON TAKEOFF DUE TO MUDDY PORTION OF SOD RUNWAY. ENDED IN A SNOWBANK.
19780314015779I	PILOT LOST DIRECTIONAL CONTROL AFTER LANDING. NO BRAKES DUE TO FAILURE OF BRAKE PISTON "O" RING SEAL.
19780314015789I	NOSE GEAR FAILURE DUE TO BROKEN ROD END.
19780314015799I	EMERGENCY LANDING DUE TO LOSS OF RPM AND ROUGH ENGINE. MAG HAD FALLEN OFF.
19780314015809I	SOME CONFUSION WHETHER STUDENT OR INSTRUCTOR MAKING THE LANDING. A WING TIP HIT THE RUNWAY.
19780314015819I	NOSE GEAR DOOR JAMMED AGAINST NOSE STRUCTURE. PREVENTED EXTENSION OF NOSE GEAR. SERVICE LETTER NOT COMPLIED WITH
19780314015829I	PILOT LANDED ON SNOW-COVERED RUNWAY. STRUCK A RUT AND FLIPPED OVER.
19780314015839I	PILOT RAISED THE GEAR TO CIRCLE TO ANOTHER RUNWAY. FAILED TO EXTEND IT FOR LANDING.
19780314015849I	PILOT LANDED LONG IN AN UNFAMILIAR AREA OF THE AIRPORT. TAXIED INTO A DITCH LEAVING THE RUNWAY.
19780314015859I	PILOT UNABLE TO GET A GEAR SAFE INDICATION. NOSE GEAR COLLAPSED. CHAIN CAME OFF SPROCKET.
19780314015869I	LOUD NOISE FOLLOWED BY FLAMEOUT. SECTION OF OUTER REAR WINDOWN MISSING. REDUCED PRESSURIZATION & RETURNED.
19780314015879I	AG PILOT HIT A SOFT, MUDDY SPOT DURING TAKEOFF. AIRCRAFT NOSED UP.
19780314015889I	FIBERBOARD DRUM LEAKED TOXIC MATERIAL. AIRPLANE & PERSONNEL DECONTAMINATED. SHIPPER WILL OVERPACK DRUMS.
19780314015899I	PILOT LOST DIRECTIONAL CONTROL AFTER LANDING ON WET RUNWAY. REPORTED REVERSE PROBLEMS. SYSTEMS CHECKED OK.
19780314015909I	PILOT REPORTED BIRD STRIKE AT 150 FEET ON FINAL APPROACH. NO DAMAGE.
19780314015919I	INBOARD RIGHT MAIN WHEEL AND BRAKE BROKE OFF DURING TAXI. AXLE FAILED.
19780314015929I	PILOT ABORTED TAKEOFF DUE TO TWO LOUD BANGS. INVESTIGATION FAILED TO REVEAL SOURCE.
19780314015939I	CREW FELT VIBRATION AFTER TAKEOFF, RETURNED. GROUND POWER ACCESS DOOR WAS MISSING.
19780314016949A	WINGS,FUSELAGE DMGD.
19780314042359A	
19780314042369A	
19780315004469A	
19780315005059A	ATTACH BOLT TO R AILERON CTL ROD MISSING. HIT WIRES.
19780315005069A	
19780315005079A	2 FT HIGH SNOWBANK AT APPROACH END OF R/W.
19780315005089A	80 OCTANE FUEL USED FOR FIRST TIME,100 OCTANE ALWAYS USED PRIOR.
19780315005099A	DISABLED AIRCRAFT WAS PARKED ALONG RIGHT SIDE OFRUNWAY. LANDED TOOSE TO SNOW ON OPPOSITE SIDE.
19780315007679A	
19780315007979A	
19780315009469A	NO REMARK
19780315012399A	PLT NOT HELICOPTER RATED,TAIL ROTOR THRUST BEARING FAILED.T/R BLAPREVIOUSLY DAMAGED.
19780315015279A	NO EVIDENCE OF ROTATION ON TURN-COORDINATOR GYRO.PLT STATED TROUBITH ARTIFICIAL HORIZON.
19780315016129I	EXHUAST STACK FLANGE SEPARATED FROM PORT. HOLD DOWN STUDS MISSING. CONSIDERABLE FIRE DAMAGE.
19780315016139I	ONE ENGINE STOPPED, THEN THE OTHER. COULD NOT RESTART BEFORE WHEELS UP LANDING. ENGINES CHECKED OKAY, HAD FUEL.
19780315016149I	ELECTRICAL FAILURE DUE TO NOT TURNING ON GENERATOR. LANDED AT WRONG AIRPORT & FORGOT EMERGENCY GEAR EXTENSION.
19780315016169I	PILOT FAILED TO LOWER THE GEAR BEFORE TOUCHDOWN. SAYS HE WAS DISTRACTED BY FREQUENCY CONGESTION & SURVEILLANCE.
19780315016179I	PILOT FAILED TO EXTEND THE GEAR BEFORE TOUCHDOWN.
19780315016209I	ENGINE LOSING POWER AFTER TAKEOFF. PILOT UNABLE TO MAKE AIRPORT. AIRPLANE OVER-WEIGHT & OUT OF ANNUAL.
19780315016219I	PILOT HAD MADE EMERGENCY GEAR EXTENSION, GEAR SWITCH STILL UP. GEAR RETRACTED ON SUBSEQUENT TAKEOFF ROLL.
19780315016229I	RUDDER SLIGHTLY DAMAGED WHEN TAIL SLIDE TUBE SHEAR BOLT SHEARED.
19780315016249I	PILOT UNABLE TO EXTEND NOSE GEAR. A PIECE OF RUBBER WAS LODGED IN THE UPLOCK RETURN PORT.
19780315016519I	SPRAY PILOT HIT & BROKE A POWER-LINE. SAID HE LOST SIGHT OF IT DUE TO SUN REFLECTIONS.
19780315016529I	PILOT ABORTED TAKEOFF DUE TO AN ENGINE TEMP TOO HIGH. PROVED TO BE CRACKED T.G.T. TERMINAL BLOCK.
19780315016539I	ENGINE OIL LOW LIGHT CAME ON. PILOT FELT A BUMP, THEN ENGINE SEIZED.
19780315016549I	HEAVY VIBRATION IN CLIMB & CRUISE UNTIL A SYSTEM WAS TURNED OFF. CAUSE WAS DEFECTIVE ELEVATOR BOOST PACK.
19780315032459A	
19780315038839A	PLTS ORIGINAL FLT PLAN WAS PROJECTED OVR LWR AND MORE SUITABLE TRIND GUSTING 26K.
19780316003759A	COLLIDED WITH POWER LINES WHILE PRACTICING AN EMERGENCY LANDING.
19780316005109A	NO REMARKS.
19780316005111A	
19780316005112A	
19780316005729A	GUSTS TO 18KTS.
19780316008589I	PILOT OVER RAN RUNWAY INTO A DITCH DUE TO BRAKE FAILURE. SYSTEM NEEDED TO BE PURGED OF AIR.
19780316013309I	EMERGENCY LANDING AFTER INFLIGHT ENGINE FIRE. PILOT NOT RATED IN THE AIRCRAFT.
19780316013319I	MAIN TIRE FLAT DURING TAKEOFF RUN DUE TO RIM SEPARATION.
19780316013359I	STUDENT PRACTICING SOFT FIELD LANDING GOT TOO SLOW & LANDED SHORT IN SNOW.
19780316013369I	PILOT ADVISED BY TOWER THAT THE GEAR DID NOT LOOK RIGHT. STAYED IN THE PATTERN, THEN LANDED. ONE MAIN COLLAPSED.
19780316013379I	RIGHT MAIN GEAR COLLAPSED ON LANDING.
19780316013389I	STUDENT PILOT STUCK IN SNOW WHILE TAXIING. DISEMBARKED WITH ENGINE RUNNING, SLIPPED ON ICE & FELL INTO PROP.
19780316013399I	LARGE DOG RAN IN FRONT OF AIRPLANE IMMEDIATELY AFTER TOOUCHDOWN. NOSE WHEEL WAS BROKEN OFF.
19780316013409I	AIR NOISE AFTER TAKEOFF INDICATED DOOR NOT SECURE, CAME OPEN DURING LANDING. HAD NOT BEEN LATCHED PROPERLY.
19780316013419I	STUDENT PILOT STRUCK PARKED MAINTENANCE VEHICLE WHILE TAXIING. INSTRUCTOR ON BOARD.
19780316013429I	STUDENT PILOT MADE A HARD LANDING. PORPOISED. NOSE GEAR COLLAPSED.
19780316013439I	ELECTRICAL FIRE CAUSED BY INSULATION WORN OFF HEATER-BLOWER WIRE. 20 AMP CIRCUIT BREAKER. DID NOT TRIP.
19780316013449I	ENGINE QUIT AFTER LIFTOFF & LOUD NOISE. PILOT COULD NOT RESTART. FOUND TO BE BIRD INJESTION.
19780316013459I	PILOT STRUCK & DAMAGED ANOTHER AIRPLANE WHILE MANEUVERING IN THE PARKING AREA.
19780316019969A	
19780317003769A	EMERGENCY RESCUE.HIT WATER TOWER WHILE HOVERING WITH ONE SKID ON ER.WITNESSES RPTD WIND GUSTS.
19780317003779A	AIRPORT CLOSED BY NOTAM DUE TO SNOW WINDROWS ALONG RNY.
19780317003789A	PILOT HAD DIFFICULTY RECOVERING FROM AN INTENTIONAL SPIN.SPUN 6 MTURNS & PROP STOPPED,LOW ALT.
19780317003969A	FOUR SETS OF PWR LINES IN AREA.
19780317004479A	
19780317005129A	
19780317005139A	
19780317005739A	PASSENGER WALKED INTO ROTOR BLADE WHILE DEPARTING HELICOPTER.
19780317005749A	FOREIGN MATERIAL FOUND IN CARBURETOR BOWL
19780317005759A	WIND GUSTS TO 15KTS.
19780317010839A	IFR DEPARTURE.SNOW ON ACFT.EST 265LBS OVER GWT.SETTLED AFTER TKOFBLE TO CLIMB.FCST ICING COND.
19780317013049A	FLEW INTO INTENSE SNOWSHOWER,CRASHED INTO RIVER.WRECKAGE FND 3/18
19780317013469I	PILOT NORMALLY RETRACTS FLAPS AFTER TOUCHDOWN. SAYS HE COULD HAVE RETRACTED THE GEAR. NO DEFECTS FOUND.
19780317013479I	GEAR COLLAPSED AFTER HARD LANDING. A BOUNCE, THEN ANOTHER HARD LANDING.
19780317013489I	PILOT COULD NOT GET A GEAR SAFE LIGHT BY MEANS. NOSE GEAR COLLAPSED AFTER TOUCHDOWN.
19780317013499I	LANDING GEAR DID NOT EXTEND. PILOT DID NOT CHECK. HAD TAKEN OFF IN SLUSH. FLEW & LANDED IN FREEZING TEMP.
19780317013509I	PILOT LOST DIRECTIONAL CONTROL DURING TURN OFF RUNWAY. STRUCK A RUNWAY LIGHT.
19780317013519I	PILOT ENCOUNTERED WAKE VORTEX ON FINAL. RETRACTED GEAR, THEN DECIDED TO LAND. EXTENDED GEAR TOO LATE.
19780317013529I	PILOT LANDED LONG. LOST DIRECTIONAL CONTROL DURING HEAVY BRAKING.
19780317013539I	TAKEOFF ABORTED ON 2 DIFFERENT OCCASIONS DUE TO MOMENTARY POWER LOSS. PROBLEM SOLVED BY CHANGING WASTE CABLE.
19780317013549I	PILOT OUT OF FUEL. LANDED ON HIGHWAY.
19780317013559I	VFR PILOT TRAPPED IN SNOW SHOWERS. EMERGENCY LANDING NECESSARY.
19780317013569I	STUDENT PILOT PORPOISED DURING THE LANDING, DAMAGING PROP AND NOSE TIRE.
19780317013579I	PILOT RAN OUT OF FUEL.
19780317013589I	TIRE BLEW AFTER THROWING RECAP DURING THE TAKEOFF RUN. TAKEOFF ABORTED.
19780317013599I	ENGINE SHUT DOWN DUE TO OIL LOSS. FOUND A CRACKED ROCKER BOX COVER.
19780317013609I	PILOT HAND-PROPPED AIRPLANE AFTER TAIL TIED TO CEMENT TIRE. ENGINE STARTED, DRAGGED TIRE & STRUCK ANOTHER AIRPLANE.
19780317013619I	ENGINE SHUT DOWN DUE TO LOSS OF OIL. PROBLEM TRACED TO A SPLIT "O" RING ON THE DIP STICK.
19780317013629I	PILOT MAKING A 180 ON RUNWAY AFTER LANDING. NOSE WHEEL DROPPED OFF RUNWAY EDGE INTO SOFT DIRT.
19780317040439A	NO RECORD OF PLT BEING CHECKED OUT IN ACFT OR X-COUNTRY PROC AS PLUB REGS.
19780318003799A	PLT EXPIRED 4/8/78.
19780318003979A	WIND GUSTING TO 23KTS.
19780318004489A	
19780318004499A	REDUCED DEPTH PERCEPTION CUES DUE TO LIGHTING CONDITIONS-DUSK.
19780318004509A	
19780318005769A	
19780318006299A	
19780318007689A	SURFACE WINDS FROM 270 TO 360 DEGREES 10 KTS GUSTING TO 20 KTS.
19780318008259A	FUEL TRUCK PARKED NEAR END OF RWY USED AS PARKING AREA.AREA NOT MD.
19780318008609I	GEAR FAILED TO EXTEND FULLY DUE TO LOW BATTERY POWER. PILOT FORGOT TO TURN ALTERNATOR ON, DID NOT CHECK GEAR DOWN.
19780318008619I	HARD LANDING AFTER DECLARING AN EMERGENCY. LOOSE NUT ON THE FUEL LINE CAUSED LOSS OF POWER.
19780318008629I	NOSE GEAR COULD NOT BE LOCKED DOWN DUE TO IMPROPER DOOR SEQUENCE ADJUSTMENT.
19780318008639I	PILOT LANDED HARD ON THE NOSE GEAR, VISION OBSCURED BY SUN. ENGINE MOUNT WAS BENT.
19780318008649I	ENGINE QUIT DUE TO FAILURE OF AN EXHAUST VALVE STEM.
19780318008659I	NOSE GEAR COULD NOT BE EXTENDED FULLY, BELLCRANK WAS SEPARATED FROM FUSELAGE. HAD BEEN LOWERED AT HIGH AIRSPEED.
19780318008669I	PILOT LOST DIRECTIONAL CONTROL AFTER TOUCHDOWN.
19780318008689I	PILOT LANDED ON CLOSED AIRPORT HAD BEEN BRIEFED. GEAR COLLAPSED IN 8 INCHES OF SNOW.
19780318008739I	PILOT CROSSED A RUNWAY DURING TAXI, TOWER CLAIMED HE WAS NOT CLEARED TO DO SO. INSTRUCTIONS WERE CONFUSING.
19780318008769I	PILOT LOST DIRECTIONAL CONTROL DURING TOUCH AND GO.
19780318008779I	PILOT INTENDED TO RETRACT FLAPS AFTER TOUCHDOWN, GOT THE WRONG CONTROL.
19780318008809I	PILOT CONTINUED FLIGHT TO FUEL EXHAUSTION.
19780318008839I	ENGINE LOST POWER AND RAN ROUGH AFTER LIFTOFF, PILOT MADE IT BACK TO THE AIRPORT. CAUSE NOT DETERMINED.
19780318008859I	CYLINDER BARREL SEPARATED. WENT THROUGH THE COWLING.
19780318008869I	ENGINE FAILED IN FLIGHT. CAUSED NOT KNOWN PENDING FACTORY TEARDOWN.
19780318008879I	HELICOPTER MANEUVERING FOR DEPARTURE AFTER LIFTOFF. WIND QUIT, MACHINE SETTLED INTO SHALLOW WATER.
19780318008889I	PILOT LOST DIRECTIONAL CONTROL WHEN TURNING CROSSWIND IN A MODERATE WIND CONDITION.
19780318008899I	PILOT PREOCCUPIED WITH COCKPIT DUTIES AFTER STARTING ENGINE, AIRCRAFT CREPT FORWARD AND DAMAGED ANOTHER.
19780318008909I	NOSE GEAR COLLAPSED ON TEST FLIGHT FOLLOWING GEAR MAINTENANCE. NOT SUFFICIENT OVER TRAVEL IN THE DRAG LINK.
19780318008919I	STUDENT PILOT MADE HARD LANDING. BOUNCED, THEN LOST DIRECTIONAL CONTROL.
19780318008929I	FORCED LANDING DUE TO ROUGH RUNNING ENGINE. ENGINE OPERATED NORMALLY AFTER SPARK PLUG CHANGE.
19780318008939I	GEAR NOT FULLY EXTENDED, COLLAPSED AFTER TOUCHDOWN. NO MECHANICAL PROBLEMS FOUND.
19780318008949I	NOSE GEAR COLLAPSE WHILE TAXIING.
19780318008959I	PILOT TAXIED ONTO THE RUNWAY WITHOUT CLEARANCE. AIRCRAFT LANDING ON THE SAME RUNWAY PASSED OVER HIS AIRCRAFT.
19780318009479A	
19780318010849A	ACFT CROSSED BARRIERS AT END OF RWY,CONTINUED THRU SNOW FIELD BANER 4 INCH DITCH AND HIGHWAY.
19780318024209A	
19780318045389A	EVIDENCE OF CYCLIC LOADS.L WING FAILED POSITIVE FOR UNKNOWN REASO
19780319003379A	PARKED A/C N91583 STRUCK,MINOR DAMAGE.WIND GUSTING TO 15KTS.
19780319003389A	WIND GUSTING 15KTS.
19780319003849A	GUSTING TO 20K. ACFT SETTLED IN DOWNDRAFT.
19780319003989A	
19780319004519A	CONVERSING WITH OTHER ACFT IN PATTERN.
19780319004529A	
19780319005149A	WND GUSTING 20K
19780319005159A	NOSED OVER WHILE MAKING WHEEL LANDING ON SOFT GRASS AREA ADJ TO HSURF RWY.
19780319005169A	
19780319005779A	MCCULLOCK MOTORS CORP MODEL 4318B(0-100).AUTOMOTIVE GAS NOT DRAINROM FUEL LINES PRIOR TO FLT.
19780319006309A	SNOW COVERED FROZEN BAY.WIND GUSTS TO 23 KNOTS.LANDED ON HEADING 40 .SNOW 6 TO 8IN DEEP.
19780319006859A	MISTOOK ROAD FOR LDG STRIP.
19780319007699A	HIT PWR LINE.FULL THROTTLE FUEL FLOW 17.5#/HR OUT OF RICH LMT.PLUORN,CARBON FOULED.
19780319007989A	BRAKE CABLE FAILED.STINSON N8039K,BELLANCA N86947,SUBSTANTIAL DAM
19780319008269A	
19780319008989I	PILOT STRUCK SNOW BANK DURING LIFT OFF FROM SMALL AIRPORT. GEAR COLLAPSED ON LANDING.
19780319009021I	PILOT TAXIED INTO AN AIRCRAFT STOPPED IN FRONT OF HIM.
19780319009059I	PILOT HAND PROPPED HIS AIRCRAFT WHILE CHOCKED. IN REMOVING CHOCKS THE AIRPLANE GOT AWAY.
19780319009079I	BOLT IN NOSE GEAR SCISSORS CAME OUT DURING TAKEOFF. NOSE WHEEL DROPPED OUT AFTER LIFTOFF.
19780319009089I	PART OF THE BAGGAGE POD FAIRING SEPARATED IN FLIGHT. MOUNTING HOLES IN FIBERGLASS MATERIAL HAD BECOME ENLARGED.
19780319009099I	PILOT OUT OF FUEL MAKING EMERGENCY LANDING AT AN AIRPORT. EXTENDED THE GEAR TOO LATE.
19780319009109I	PILOT DETECTED UNUSUAL NOISE, THROTTLED BACK FOR EMERGENCY LANDING. A CONNECTING ROD HAD FAILED.
19780319009119I	PILOT LOST DIRECTIONAL CONTROL AFTER TOUCHDOWN. PATCHES OF ICE AND SNOW ON THE RUNWAY.
19780319009129I	ENGINE STOPPED WHEN CARBURETOR HEAT APPLIED FOR LANDING. ENGINE STARTED AFTER LANDING. OPERATED NORMALLY.
19780319009139I	PILOT ABORTED TAKEOFF WITH A LOADED AIRPLANE ON A SHORT RUNWAY. RANOFF THE RUNWAY END.
19780319009149I	INSTRUCTOR AND STUDENT MAKING CROSS WIND LANDINGS WITH PATCHES OF SNOW ON THE RUNWAY. LOST DIRECTIONAL CONTROL.
19780319009159I	PILOT APPROACHED WITH EXTRA SPEED, BALLOONED, LET IT DOWN ON THE NOSE GEAR.
19780319009169I	HEARD NOISE ON RETRACTION, CYCLED GEAR DOWN, SAFE LIGHT UP, NO LIGHT. GEAR COLLAPSED ON LANDING.
19780319009179I	STUDENT WAITING IN THE AIRPLANE FOR FLIGHT INSTRUCTOR, STARTED ENGINE WITH FULL THROTTLE, STRUCK A PARKED AIRCRAFT.
19780319009189I	STUDENT PILOT ENCOUNTERED ENGINE FAILURE IN FLIGHT IN A GYROCOPTER WHICH HAD NO AIRWORTHINESS CERTIFICATE.
19780319009199I	CARBURETOR HEAT RESTORED POWER MOMENTARILY, THEN ENGINE LOST POWER AGAIN CARBURETOR HEAR BOX VIBRATED OFF.
19780319009209I	HEAT EXCHANGER OVERHEAT DURING TAXI DUE TO GENERATOR PROBLEM. COMPONENT DAMAGE NEXT FLIGHT DUE TO VOLTAGE SPIKE.
19780319009219I	PARACHUTIST DEPLOYED RESERVE CHUTE TOO LATE AFTER PILOT CHUTE AND MAIN CHUTE WRAPPED AROUND HIS ARM.
19780319012869A	DRIFTED INTO SNOWBANK.
19780319015059A	A/C SLIP CAUSED BY PLTS BOOT WDGED BETWN RDR & ACFT WALL DURNG STTURNS. WIND GUSTS TO 22 KTS.
19780319016959A	WIND GUSTING 18 KTS.ICING CONDITIONS FORCAST,NO AIRFRAME OR PROP ING CAPABILITY.
19780319018889A	6 IN OF PROP BLADE SEPD.
19780319020969A	(.4) NO NARRATIVE
19780319034259A	
19780320003809A	ON FINAL RT ENG QUIT,PLT CUT LEFT ENG & LANDED ALONGSIDE OF RWY.
19780320004539A	
19780320005789A	PLT ATTEMPTD TAKEOFF WITH RIGHT LEG IN CAST.
19780320005799A	ACFT OBSERVED TO DESCEND INTO GND.
19780320005809A	
19780320009229I	AIRCRAFT DAMAGED IN FLIGHT BY LIGHTNING STRIKE. ALL SYSTEMS CONTINUED TO OPERATE NORMALLY.
19780320009239I	VFR PILOT DEPARTED WITH 700 AND ONE,CONTINUED INTO DETERIORATING WEATHER, LANDED ON A HIGHWAY.
19780320009249I	ENGINE BECAME ROUGH AND STOPPED, PILOT LANDED IN WATER NEAR SHORE,FLIPPED OVER. SUSPECT MISUSE OF CARB HEAT.
19780320009259I	PILOT FORGOT TO EXTEND THE LANDING GEAR UNTIL JUST BEFORE TOUCHDOWN. IT WAS TOO LATE.
19780320009269I	PILOT FAILED TO CHECK GEAR DOWN, SAID HE ACTIVATED THE SWITCH.
19780320009279I	PILOT ATTEMPTED NIGHT LANDING IN LIGHT RAIN AND FOG. LOST DIRECTIONAL CONTROL AFTER TOUCHDOWN.
19780320009289I	INSTRUCTOR WITH STUDENT LANDING IN A MODERATE CROSSWIND. LOST DIRECTIONAL, ENDED IN A SNOWBANK.
19780320009299I	FUEL LEVERS NOT IN PROPER POSITION AFTER START, ENGINES INADVERTENTLY SHUT DOWN DURING TAKEOFF ROLL.
19780320009309I	LOST CONTROL OF PRESSURIZATION AT FL 230, REGAINED IT AT 15000 FT. CABIN NEVER ABOVE 10000.
